見出し,見出し（説明）,分類,分類（説明）,日時,場所,対象,定員,費用,申込,問い合わせ,申込・問い合わせ,案内配布,受験資格,願書配布,URL1,URL2,Eメール1,Eメール2
地域講演会「考える、土砂災害」,土砂災害に関する最新の話題提供や調査研究報告、事例紹介など,,,(2)2月1日（土）13:30?15:45,(2)紀の川市役所南別館,,,,,県土砂災害啓発センター電話0735-29-7531 ※手話通訳・要約筆記あり,,,,,,,,
令和2年度県食品表示ウォッチャー,不適正な食品表示があった場合に県へ報告していただける方を募集,,,,,県が実施する研修を受講できる県内在住で20歳以上の方,30人（選考）,,,,郵送、ファックス、Eメールで募集名、住所、氏名（ふりがな）、電話（ファックス）番号、メールアドレスを1月31日までに県庁食品・生活衛生課ファックス073-432-1952Eメール　e0316001@pref.wakayama.lg.jp,,,,,,,
難病の子ども家族会 ,学習会テーマ：地域で生活する医療的ケア児の最近の動向,,,2月1日（土）13:30?15:00,県立医大生涯研修センター（和歌山市）,病気や障害のある子供の家族、保健・医療・福祉・教育関係者、関心のある方,40人（先着順）,,,,電話、ファックスで学習会名、氏名、電話番号、一時保育の有無を1月17日までに県難病の子ども家族会事務局電話073-445-0520　ファックス073-445-0603 ※一時保育は要予約 ,,,,,,,
県民公開セミナー～お酒で悩んでいませんか～,テーマ：いのちを生きる,,,2月9日（日）13:30?16:00,粉河ふるさとセンター（紀の川市）,,80人（先着順）,,,NPO法人和歌山県断酒連合会電話0736-75-3966 ,,,,,,,,
県消費生活センターからのお知らせ,(1)生活教養講座今話題の生活情報や災害に備える製品安全の知識などを学ぶ,,,2月6・13・20・27日 いずれも木曜13:30?15:00（全4回）※１回のみの受講可,西牟婁振興局（田辺市）,,各40人（先着順）,,郵送、電話、ファックスで住所、氏名、電話番号、受講希望講座を1月24日までに問合先,県消費生活センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛8階電話073-433-1551　ファックス073-433-3904,,,,,,,,
県消費生活センターからのお知らせ,(2)「消費生活サポーター」養成講座 地域での啓発活動ボランティアを募集,,,[1]2月12日（水）10:00?16:30,[1]和歌山ビッグ愛（和歌山市）,県内在住で20歳以上の方,各40人（先着順）,,郵送、ファックスで所定の申込書（ウェブサイトで配布）を2月5日までに問合先,県消費生活センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛8階電話073-433-1551　ファックス073-433-3904,,,,,,,,
県消費生活センターからのお知らせ,(2)「消費生活サポーター」養成講座 地域での啓発活動ボランティアを募集,,,[2]2月14日（金）10:00?16:30,[2]伊都振興局（橋本市）,県内在住で20歳以上の方,各40人（先着順）,,郵送、ファックスで所定の申込書（ウェブサイトで配布）を2月5日までに問合先,県消費生活センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛8階電話073-433-1551　ファックス073-433-3904,,,,,,,,
県消費生活センターからのお知らせ,(2)「消費生活サポーター」養成講座 地域での啓発活動ボランティアを募集,,,[3]2月17日（月）10:00?16:30,[3]西牟婁振興局（田辺市）,県内在住で20歳以上の方,各40人（先着順）,,郵送、ファックスで所定の申込書（ウェブサイトで配布）を2月5日までに問合先,県消費生活センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛8階電話073-433-1551　ファックス073-433-3904,,,,,,,,
アレルギー週間 市民公開講座,アレルギー疾患の治療・研究に携わる医師、研究者による講演,,,3月1日（日）14:00?16:00,県民文化会館（和歌山市）,,100人（先着順）,,郵送、ファックス、Eメール、インターネットで所定の申込書（申込先、ウェブサイト、県庁健康推進課で配布）を日本アレルギー協会関西支部「アレルギー週間 市民公開講座」事務局〒567-0047大阪府茨木市美穂ケ丘3-6山本ビル302号ファックス072-624-4284Eメール　t-fukamizu@tiara.ocn.ne.jp,県庁健康推進課,,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,(1)魅力ある女性リーダー養成講座[1]スキルアップ講座,,,[1]1月15日（水）10:00?17:00,県男女共同参画センター（和歌山市）,県内在住・在勤の管理職をめざす女性従業員,各30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ勤務先］を［(2)(3)一時保育希望者は開催10日前、(4)一時保育・手話通訳・要約筆記希望者は1月17日までに］県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245ファックス073-435-5247Eメールe0315011@pref.wakayama.lg.jp,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,(1)魅力ある女性リーダー養成講座[2]リーダーシップ講座＆ロールモデルによるパネルディスカッション,,,[2]1月21日（火）10:00?17:00,県男女共同参画センター（和歌山市）,県内在住・在勤の管理職をめざす女性従業員,各30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ勤務先］を［(2)(3)一時保育希望者は開催10日前、(4)一時保育・手話通訳・要約筆記希望者は1月17日までに］県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245ファックス073-435-5247Eメールe0315011@pref.wakayama.lg.jp,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,(2)ヒューマンライブラリーりぃぶる本にみたてた語り手が多様な生き方について話す,,,1月25日（土）13:30?15:30,県男女共同参画センター（和歌山市）,,30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ勤務先］を［(2)(3)一時保育希望者は開催10日前、(4)一時保育・手話通訳・要約筆記希望者は1月17日までに］県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245ファックス073-435-5247Eメールlibre@sirius.ocn.ne.jp,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,(3)語り合い広場「多様な性について話そう」,,,2月2日（日）13:30?15:30,県男女共同参画センター（和歌山市）,,30人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ勤務先］を［(2)(3)一時保育希望者は開催10日前、(4)一時保育・手話通訳・要約筆記希望者は1月17日までに］県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245ファックス073-435-5247Eメールlibre@sirius.ocn.ne.jp,,,,,,,
県男女共同参画センター“りぃぶる”からのお知らせ,(4)女性の力で社会を動かす！講演、パネルディスカッション,,,2月9日（日）13:30?16:00,県男女共同参画センター（和歌山市）,,80人（先着順）,,,,郵送、電話、ファックス、Eメール、インターネット、来所で住所、氏名、電話番号、［(1)のみ勤務先］を［(2)(3)一時保育希望者は開催10日前、(4)一時保育・手話通訳・要約筆記希望者は1月17日までに］県男女共同参画センター〒640-8319和歌山市手平2-1-2和歌山ビッグ愛9階電話073-435-5245ファックス073-435-5247Eメールe0315011@pref.wakayama.lg.jp,,,,,,,
第39回北方領土返還要求和歌山県民大会北方領土,講演や中学生の北方領土問題現地研修報告など,,,2月7日（金）13:00?16:00,貴志川生涯学習センター（紀の川市）,,380人（先着順）,,,県庁広報課※手話通訳あり,,,,,,,,
みんなに男女共同参画,(1)家族で家事シェア作戦会議！,,,2月2日（日）10:00?12:00,県男女共同参画センター（和歌山市）,家族で参加できる方,10組（先着順）,,,,電話で氏名、電話番号、子供の参加有無を1月31日15:00までにNPO法人ホッピング電話073-425-8789,,,,,,,
みんなに男女共同参画,(2)よりよい家族コミュニケーション災害時の食事作りの実習など,,,2月8日（土）10:00?12:00,橋本市保健福祉センター,,30人（先着順）,,,,電話、ファックス、Eメールで氏名、電話番号をGEはしもとサピュイエ電話090-9051-8787　ファックス0736-36-1958Eメール　te-hiraki@athena.ocn.ne.jp※一時保育は要予約,,,,,,,
みんなに男女共同参画,(3)ワーク・カフェより良い“はたらく”に向けたアクションプランを描く,,,2月15日（土）13:30?16:00,県男女共同参画センター（和歌山市）,40歳以下の方,20人（先着順）,,,,電話、Eメールで氏名、電話番号をワーク・カフェ電話090-4499-8228Eメール　info@workcafe.org※一時保育は要予約,,,,,,,
県立医大 みらい未病健康塾,「糖尿病合併症とその対策」、「不整脈でおこる脳卒中」についての講演会、医師による相談会,,,1月25日（土）10:30?12:45,フォルテワジマ（和歌山市）,,50人（抽選）,,,,郵送、電話、ファックス、Eメール、インターネットで氏名、電話番号、（相談希望の方は糖尿病・不整脈等の別）を1月22日までに県立医大みらい医療推進センター〒640-8033和歌山市本町2-1フォルテワジマ5階電話073-488-1934　ファックス073-488-1935Eメール　satellit@wakayama-med.ac.jp,,,,,,,
あなただけの就農相談（予約制）,就農に必要な情報提供と個別相談,,,1月26日（日）9:00?16:00（相談時間は90分）,県就農支援センター（御坊市）,,4人（先着順）,,,,電話で住所、氏名、電話番号、相談希望時間、相談内容を1月23日までに会場電話0738-23-3488,,,,,,,
被災宅地危険度判定士養成講習会,地震などによる二次災害防止のための危険度を判定する技術者を養成,,,(1)2月5日（水）13:30?16:30,(1)県民文化会館（和歌山市）,2級施工管理士（土木・建築・造園）の資格があり、5年以上の実務経験のある方など,(1)50人,,,,郵送、ファックスで所定の申込書（申込先、振興局建設部、市町村、ウェブサイトで配布）を1月24日までに県庁都市政策課ファックス073-441-3232,,,,,,,
被災宅地危険度判定士養成講習会,地震などによる二次災害防止のための危険度を判定する技術者を養成,,,(2)2月13日（木）13:30?16:30,(2)情報交流センターBig・U（田辺市）,2級施工管理士（土木・建築・造園）の資格があり、5年以上の実務経験のある方など,(2)30人（先着順）,,,,郵送、ファックスで所定の申込書（申込先、振興局建設部、市町村、ウェブサイトで配布）を1月24日までに県庁都市政策課ファックス073-441-3232,,,,,,,
人と自然をつなぐシンポジウム,,,,1月19日（日）13:00?16:00,ハナヨアリーナ（田辺市）,,300人（先着順）,,,,郵送、ファックス、Eメールで所定の申込書（申込先、ウェブサイトで配布）を1月17日までに県庁自然環境室ファックス073-433-3590Eメール　e0320004@pref.wakayama.lg.jp※手話通訳・要約筆記あり,,,,,,,
法教育セミナー,映画「エンディングノート」の上映と弁護士等による「終活」に関する座談会,,,1月25日（土）13:30?16:30,県民文化会館（和歌山市）,,300人（先着順）,,,法テラス和歌山電話050-3383-5457 ,,,,,,,,
県観光キャンペーンスタッフ「きのくにフレンズ」,メディアなどへの対応や観光キャンペーンでPR審査：2月9日（日）県民文化会館（和歌山市）委嘱期間：4月1日から1年間,,,,,県内在住・在学・在勤または県出身の18歳以上（令和2年3月31日現在、高校生不可）で行動的な方など,3人,,,,郵送、持参で履歴書を1月31日までに県観光連盟（県庁観光振興課内）電話073-422-4631,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(1)ビル管理技術科,,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(2)医療調剤パソコン科,,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(3)介護職員初任者養成科,,,,和歌山市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(4)初歩からのパソコン基礎科,,,,有田市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(5)パソコン・簿記事務科,,,,御坊市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
2・3月開始の職業訓練受講生,就職に有利な専門知識や技能を習得科目：(6)パソコン基礎科,,,,岩出市,,,,,,ハローワーク（申込締切日あり）※詳しくはウェブサイトを要確認,,,,,,,
就職フェア,(1)県内での就職を希望する方を対象とした合同面談会,,,1月13日（祝）13:00?16:00,和歌山ビッグ愛（和歌山市）,一般求職者、令和2年3月卒業予定の大学・短大・専門学校・高校生等,,,,県庁労働政策課※手話通訳は要予約 ,,,,,,,,
就職フェア,(2)紀南地域での就職を希望する方を対象とした合同面談会,,,1月18日（土）13:00?15:30,紀南文化会館（田辺市）,一般求職者、令和2年3月卒業予定の大学・短大・専門学校・高校生等,,,,県庁労働政策課※手話通訳は要予約 ,,,,,,,,
県営住宅入居者,,,,,,,,,申込用紙配布：2月3日（月）?12日（水）9:00?17:00（土日祝除く）配布場所：県住宅供給公社、県庁建築住宅課、振興局建設部（海草除く） 【和歌山市】延時・東松江（＊）・楠見・雄湊（＊）・紀伊（＊）・今福第二（＊）・和歌山東（事故住宅）（＊）・東松江（事故住宅）（＊）・今福第二（事故住宅）（＊）各1戸／千旦1?9号棟・三葛・ニューかわなが（＊）各2戸／西脇グリーン3戸 【岩出市】鴨沼1号棟1戸 【紀の川市】長山2戸 【橋本市】野（事故住宅）1戸 【かつらぎ町】笠田1戸 【紀美野町】小畑1戸／野上4戸 【有田市】港2戸※（＊）はバリアフリー化された住戸※上記は予定であり、確定は2月1日※入居者が決定しなかった住戸は、3月2?10日に二次募集実施詳しくは要問合せ　県ウェブサイトでも掲載 ,県住宅供給公社　電話073-425-6888 ,,,,,,,,
県営住宅入居者,,,,,,,,,申込用紙配布：2月3日（月）?12日（水）9:00?17:00（土日祝除く）配布場所：県住宅供給公社、県庁建築住宅課、振興局建設部（海草除く）【田辺市】西跡之浦・中芳養・鮎川第二・新万（視覚障害者向）・西跡之浦（肢体障害者向）各1戸／内ノ浦・栗栖川 各2戸　【白浜町】椿3戸・日置2戸／阪田・日置（事故住宅）各1戸【上富田町】丹田台3戸／岡1戸※（＊）はバリアフリー化された住戸　※上記は予定であり、確定は2月1日　※入居者が決定しなかった住戸は、3月2?10日に二次募集実施詳しくは要問合せ　県ウェブサイトでも掲載 ,西牟婁振興局建設部 建築課　電話0739-26-7922 ,,,,,,,,
県営住宅入居者,,,,,,,,,申込用紙配布：2月3日（月）?12日（水）9:00?17:00（土日祝除く）配布場所：県住宅供給公社、県庁建築住宅課、振興局建設部（海草除く）【那智勝浦町】宇久井1戸【太地町】平見1戸※（＊）はバリアフリー化された住戸　※上記は予定であり、確定は2月1日　※入居者が決定しなかった住戸は、3月2?10日に二次募集実施詳しくは要問合せ　県ウェブサイトでも掲載 ,東牟婁振興局新宮建設部 総務調整課　電話0735-21-9624 ,,,,,,,,
定公共賃貸住宅入居者～中堅所得者層向け～,,,,,,,,,"申込用紙配布：2月3日（月）?12日（水）9:00?17:00（土日祝除く）配布場所：問合先【和歌山市】城北（＊）3戸（3LDK72,000円）※（＊）はバリアフリー化された住戸",県住宅供給公社電話073-425-6888,,,,,,,,
就活サイクルプロジェクト合同企業説明会,,,,(1)2月10日（月）13:00?16:00,(1)紀南文化会館（田辺市）,結婚や出産で離職した女性、定年退職された方、UIターン転職希望者など県内で再就職を希望する方,,,,,電話、ファックス、Eメール、インターネットで住所、氏名、電話番号、メールアドレス、年齢、参加会場を開催1週間前（一時保育希望者は2週間前）までに県再就職支援センター電話073-421-8080　ファックス073-424-0230Eメール　job-cycle@re-employment.org※手話通訳あり ,,,,,,,
就活サイクルプロジェクト合同企業説明会,,,,(2)2月18日（火）13:00?16:00,(2)和歌山ビッグ愛（和歌山市）,結婚や出産で離職した女性、定年退職された方、UIターン転職希望者など県内で再就職を希望する方,,,,,電話、ファックス、Eメール、インターネットで住所、氏名、電話番号、メールアドレス、年齢、参加会場を開催1週間前（一時保育希望者は2週間前）までに県再就職支援センター電話073-421-8080　ファックス073-424-0230Eメール　job-cycle@re-employment.org※手話通訳あり ,,,,,,,
就活サイクルプロジェクト合同企業説明会,,,,(3)2月25日（火）13:00?16:00,(3)橋本商工会館（橋本市）,結婚や出産で離職した女性、定年退職された方、UIターン転職希望者など県内で再就職を希望する方,,,,,電話、ファックス、Eメール、インターネットで住所、氏名、電話番号、メールアドレス、年齢、参加会場を開催1週間前（一時保育希望者は2週間前）までに県再就職支援センター電話073-421-8080　ファックス073-424-0230Eメール　job-cycle@re-employment.org※手話通訳あり ,,,,,,,
就活サイクルプロジェクト合同企業説明会,,,,(4)2月28日（金）13:00?16:00,(4)新宮市役所別館,結婚や出産で離職した女性、定年退職された方、UIターン転職希望者など県内で再就職を希望する方,,,,,電話、ファックス、Eメール、インターネットで住所、氏名、電話番号、メールアドレス、年齢、参加会場を開催1週間前（一時保育希望者は2週間前）までに県再就職支援センター電話073-421-8080　ファックス073-424-0230Eメール　job-cycle@re-employment.org※手話通訳あり ,,,,,,,
ヨガマルシェ教室,,,,1月9日?3月12日の木曜（全10回）9:45?10:45,県立橋本体育館（橋本市）,18歳以上の方,40人（先着順）,"6,280円（10回分）",,,持参で所定の申込書（申込先で配布）と参加費を会場橋本市北馬場455電話0736-32-9660※一時保育は要予約（有料）,,,,,,,
音声以外の方法による110番,和歌山県警察では、聴覚や言語機能に障害のある方、音声による110番通報が困難な方専用の110番を運用しています。【110番アプリシステム】による通報スマートフォンに専用の「110番アプリ」をダウンロードしてください。【メール110番】による通報「police@110wakayama.jp」に事件・事故の内容を送信してください。【ファックス110番】による通報「073-428-0110」に事件・事故の内容を送信してください。※聴覚や言語機能に障害のある方、音声による110番通報が困難な方以外の使用はご遠慮ください。,,,,,,,,,県警察本部地域指導課通信指令室電話073-423-0110 , ,,,,,,,
個人住民税の給与支払報告書の提出期限は1月31日です,1月1日現在、従業員に給与の支払いをする事業者で、所得税を源泉徴収する義務のある方は、期限までに給与支払報告書を従業員の住所地市町村まで提出してください。,,,,,,,,,従業員の住所地市町村,,,,,,,,
湯浅御坊道路有田南IC入口を閉鎖しています,湯浅御坊道路4車線化拡幅工事にともない次の期間有田南IC入口を閉鎖しています。皆さまのご理解とご協力をお願いします。（※有田南IC出口は通常どおりご利用いただけます）【終日閉鎖】日時：?3月1日（日）6:00まで【夜間閉鎖】日時：3月3日（火）?4月3日（金）の毎週火・木曜 21:00?翌6:00※荒天による工事順延の場合、最長4月17日（金）6:00まで,,,,,,,,,西日本高速道路（株）関西支社 和歌山工事事務所電話073-474-7810 ,,,,,,,,
「はたちの献血」キャンペーン,毎年1・2月は献血者が減少し、血液が不足します。あなたの血液で救える命があります。新たに成人を迎える若者を中心に、献血へのご理解とご協力をお願いします。,,,,,,,,,県庁薬務課,,,,,,,,
調査統計課からのお知らせ,(1)2020年農林業センサス2月1日現在で、農林業の実態に関する5年に一度の統計調査を実施します。1月中旬から農林業を営んでいる皆さんのところに統計調査員が訪問しますので、ご回答をお願いします。,,,,,和歌山市、海南市、御坊市、田辺市、岩出市、由良町,,,,県庁調査統計課,,,,,,,,
調査統計課からのお知らせ,(2)毎月勤労統計調査雇用労働者の賃金や労働時間、雇用の変動を毎月調査しています。調査結果は、失業給付金額や労災保険の給付額改定などの重要な基礎資料となります。 調査対象事業所を把握するため、統計調査員が1月から2月にかけて事業所を訪問しますので、ご回答をお願いします。,,,,,和歌山市、海南市、御坊市、田辺市、岩出市、由良町,,,,県庁調査統計課,,,,,,,,
わかやまジビエフェスタ2019-2020開催中！,県内で捕れたイノシシやシカをジビエ料理として楽しむイベントを開催中。期間中、参加店舗でジビエ料理を注文いただいた方から抽選で20名様に「ジビエ詰め合わせ」をプレゼント！さまざまなジビエ料理をぜひご堪能ください。※詳しくはウェブサイトをご確認ください,,,開催期間：2月29日（土）まで,開催場所：県内料理店（飲食店・ホテルなど）,,,,,県庁畜産課,,,,,,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家,こおるどフェスタin紀北子供から高齢者まで楽しめる住民参加型の祭り※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,2月2日（日）10:00?15:30  ,紀北青少年の家,,,,,〒649-7112 かつらぎ町中飯降1317-3電話0736-22-5530　ファックス0736-22-5531,,,,,http://www.kihokuseisyounen.com/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家,サバイバルキャンプin白崎テント泊※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,3月7日（土）?8日（日）1泊2日,白崎青少年の家,小学5年?中学3年生,30人（先着順）,"3,500円",申込：1月7日?2月22日  ,〒649-1123 由良町大引961-1電話0738-65-2351　ファックス0738-65-2352,,,,,https://pya-shirasaki.ssl-lolipop.jp/,,,
自然の中で心はぐくむ体験がいっぱい！青少年の家,おもしろらんど「春祭り」ボランティアスタッフ募集お祭り当日にボランティア活動していただける方※申し込みには、参加者全員の住所、氏名、年齢（学年）、電話番号などが必要です。Eメール、ファックスで申し込まれた場合は電話で確認してください。詳しくは各施設へ,,,2月23日（日）10:00?16:00,潮岬青少年の家,中学生以上,若干名（先着順）,,申込：2月1日～ ,〒649-3502 串本町潮岬669電話0735-62-6045　ファックス0735-62-0182,,,,,https://omoshiro-yh.com/,,,
看護師採用,採用先：県立こころの医療センター採用予定人数：1人程度,,,1月24日（金）※面接2月13日（木）,県民文化会館（和歌山市）,,,,,,郵送で1月14日までに県立こころの医療センター　〒643-0811有田川町庄31電話0737-52-3221,,昭和55年4月2日以降生まれの有資格者または取得見込者,申込書配布：申込先、県庁医務課、ウェブサイトなど,,,,
県職員採用説明会,県職員採用I種（大学卒業程度）試験・資格免許職職員採用試験の概要、業務説明、フリートーク、職場見学※家族や次年度以降受験を検討している方も参加可,,,3月2日（月）13:00?17:00,県民文化会館（和歌山市）,,200人（先着順）,,,,原則としてインターネットで（郵送の場合は往復ハガキに住所、氏名、年齢、電話番号、志望職種、職場見学希望の有無を）2月7日までに県人事委員会事務局,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,伊都中央 単位制普通科（昼間・夜間） ,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,粉河 普通科（夜間）,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,きのくに青雲 単位制普通科（昼間・夜間） ,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,情報会計科（夜間）,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,和歌山工業 機械電気科・建築科（夜間） ,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,海南 普通科（夜間） ,日時,場所,対象,定員,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,耐久 普通科（夜間） ,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
県立高等学校定時制・通信制課程入学,出願受付：定時制＝一般出願2月21・25日、本出願3月3・4日（学力検査は3月10日、面接・実技検査などは3月11日）※成人特別措置制度あり通信制＝3月3?31日（学力検査なし、面接などを実施）※一部の科目だけでも履修可,定時制課程,日高 普通科（夜間） ,,,,,,,県教育庁県立学校教育課、各高校,,,,,,,,
